,Name,Department,Employees,Type,Age,Locations,Reviews,Salaries,Interviews,Jobs,Benefits
5312,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5313,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5314,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5315,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5316,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5317,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5318,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5319,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5320,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5321,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5322,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5323,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5324,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5325,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5326,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5327,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5328,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5329,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5330,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5331,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5332,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5333,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5334,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5335,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5336,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5337,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5338,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5339,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5340,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5341,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5342,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5343,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5344,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5345,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5346,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5347,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5348,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5349,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5350,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5351,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5352,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5353,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5354,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5355,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5356,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5357,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5358,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5359,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5360,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5361,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5362,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5363,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5364,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5365,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5366,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5367,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5368,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5369,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5370,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5371,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5372,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5373,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5374,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5375,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5376,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5377,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5378,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5379,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5380,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5381,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5382,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5383,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5384,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5385,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5386,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5387,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5388,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5389,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5390,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5391,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5392,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5393,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5394,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5395,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5396,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5397,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5398,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5399,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5400,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5401,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5402,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5403,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5404,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5405,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5406,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5407,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5408,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5409,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5410,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5411,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5412,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5413,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5414,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5415,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5416,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5417,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5418,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5419,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5420,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5421,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5422,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5423,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5424,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5425,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5426,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5427,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5428,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5429,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5430,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5431,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5432,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5433,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5434,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5435,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5436,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5437,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5438,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5439,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5440,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5441,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5442,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5443,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5444,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5445,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5446,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5447,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5448,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5449,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5450,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5451,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5452,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5453,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5454,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5455,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5456,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5457,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5458,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5459,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5460,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5461,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5462,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5463,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5464,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5465,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5466,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5467,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5468,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5469,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5470,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5471,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5472,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5473,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5474,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5475,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5476,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5477,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5478,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5479,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5480,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5481,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5482,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5483,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5484,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5485,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5486,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5487,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5488,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5489,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5490,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5491,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5492,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5493,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5494,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5495,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5496,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5497,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5498,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5499,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5500,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5501,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5502,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5503,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5504,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5505,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
5506,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
5507,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
5508,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
5509,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
5510,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
5511,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
5512,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
5513,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
5514,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
5515,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
5516,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
5517,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
5518,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
5519,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
5520,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
5521,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
5522,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
5523,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
5524,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
5525,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
